"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.643457154E0,-4.860000014E-1,2.470000029E0,9.435000420E0,9.765056531E0
8.648399462E0,-3.770000041E-1,2.641999960E0,9.470999718E0,9.839823598E0
8.653599924E0,-2.919999957E-1,2.813999891E0,9.614999771E0,1.002257851E1
8.658489154E0,-2.689999938E-1,2.940999985E0,9.899999619E0,1.033111003E1
8.663743077E0,-3.260000050E-1,3.012000084E0,1.030799961E1,1.074398792E1
8.668475770E0,-4.699999988E-1,3.049000025E0,1.077000046E1,1.120313398E1
8.673482616E0,-6.869999766E-1,3.063999891E0,1.123700047E1,1.166748661E1
8.678431154E0,-9.190000296E-1,3.039999962E0,1.166399956E1,1.208863295E1
8.683418770E0,-1.075999975E0,2.960000038E0,1.201299953E1,1.241899891E1
8.688813462E0,-1.144000053E0,2.857000113E0,1.232400036E1,1.270244743E1
8.693384077E0,-1.172999978E0,2.776999950E0,1.262699986E1,1.298186362E1
8.698504462E0,-1.174000025E0,2.729000092E0,1.286400032E1,1.320258391E1
8.703414154E0,-1.172999978E0,2.703999996E0,1.298900032E1,1.331922198E1
8.708589001E0,-1.197999954E0,2.687000036E0,1.299800014E1,1.332678434E1
8.713422154E0,-1.238999963E0,2.654000044E0,1.289200020E1,1.322053351E1
8.721599539E0,-1.254999995E0,2.559999943E0,1.247000027E1,1.279177593E1
8.723464231E0,-1.246000051E0,2.519000053E0,1.225899982E1,1.257700100E1
8.728426924E0,-1.202999949E0,2.448999882E0,1.177200031E1,1.208407219E1
8.733426924E0,-3.050000072E-1,2.635999918E0,9.789999962E0,1.014325489E1
8.738426924E0,-3.050000072E-1,2.635999918E0,9.789999962E0,1.014325489E1
8.745345847E0,-3.050000072E-1,2.635999918E0,9.789999962E0,1.014325489E1
8.748794231E0,2.899999917E-1,2.894999981E0,9.109999657E0,9.563326755E0
8.753392385E0,6.029999852E-1,3.052999973E0,8.836000443E0,9.367994537E0
8.758396770E0,1.200999975E0,3.381000042E0,8.487000465E0,9.214268236E0
8.767080001E0,1.995000005E0,3.905999899E0,8.279000282E0,9.369029080E0
8.768404462E0,1.995000005E0,3.905999899E0,8.279000282E0,9.369029080E0
8.773532847E0,2.102999926E0,4.085000038E0,8.270999908E0,9.461462545E0
8.778396847E0,2.092000008E0,4.221000195E0,8.388999939E0,9.621259099E0
8.784014077E0,2.026999950E0,4.272999763E0,8.656999588E0,9.864628612E0
8.788419308E0,1.889999986E0,4.235000134E0,9.020999908E0,1.014326207E1
8.793415847E0,1.659000039E0,4.125000000E0,9.442999840E0,1.043734411E1
8.798423077E0,1.373000026E0,3.963999987E0,9.930999756E0,1.078068556E1
8.804820693E0,1.052000046E0,3.726000071E0,1.075100040E1,1.142688892E1
8.808422001E0,1.024999976E0,3.674999952E0,1.102299976E1,1.166459487E1
8.813388231E0,1.052000046E0,3.588999987E0,1.152900028E1,1.212045678E1
8.818438154E0,1.085000038E0,3.453999996E0,1.199499989E1,1.252945982E1
8.823419924E0,1.000000000E0,3.223000050E0,1.248299980E1,1.293108709E1
8.828399001E0,7.480000257E-1,2.917999983E0,1.303299999E1,1.337659586E1
8.833435539E0,3.449999988E-1,2.604000092E0,1.360299969E1,1.385429327E1
8.838415693E0,-1.360000074E-1,2.345000029E0,1.411499977E1,1.430911387E1
8.843453924E0,-6.119999886E-1,2.140000105E0,1.453199959E1,1.470146783E1
8.848415001E0,-1.049000025E0,1.911000013E0,1.479399967E1,1.495375366E1
8.853423924E0,-1.472000003E0,1.621999979E0,1.491499996E1,1.507497568E1
8.858431693E0,-1.876999974E0,1.340999961E0,1.496100044E1,1.513779852E1
8.863412616E0,-2.243999958E0,1.118000031E0,1.490799999E1,1.511733851E1
8.868433462E0,-2.569999933E0,9.490000010E-1,1.471000004E1,1.496294095E1
8.873694770E0,-2.792000055E0,8.410000205E-1,1.436499977E1,1.465795906E1
8.878390924E0,-2.838999987E0,8.220000267E-1,1.391699982E1,1.422738517E1
8.883790693E0,-2.717000008E0,8.880000114E-1,1.342300034E1,1.372397796E1
8.888435001E0,-2.523000002E0,9.739999771E-1,1.284200001E1,1.312368733E1
8.893497385E0,-2.335000038E0,1.039000034E0,1.211299992E1,1.237968147E1
8.898393308E0,-2.174999952E0,1.093999982E0,1.126599979E1,1.152606664E1
8.903516385E0,-2.023999929E0,1.172000051E0,1.048600006E1,1.074366591E1
8.908422308E0,-1.939000010E0,1.223999977E0,1.019600010E1,1.045066098E1
8.913457847E0,-1.764000058E0,1.343000054E0,9.862999916E0,1.010911038E1
8.918370308E0,-1.590999961E0,1.422000051E0,9.826000214E0,1.005503084E1
8.923455539E0,-1.417999983E0,1.417000055E0,9.944999695E0,1.014502992E1
8.928395308E0,-1.236999989E0,1.360999942E0,1.009599972E1,1.026214890E1
8.933478770E0,-1.031000018E0,1.302999973E0,1.026099968E1,1.039465653E1
8.938429001E0,-7.969999909E-1,1.253999949E0,1.044699955E1,1.055213364E1
8.943408077E0,-5.419999957E-1,1.197999954E0,1.061299992E1,1.069414490E1
8.948707154E0,-2.739999890E-1,1.138000011E0,1.072700024E1,1.079067440E1
8.953403847E0,-8.000000380E-3,1.106999993E0,1.077900028E1,1.083569841E1
8.958423924E0,2.430000007E-1,1.100000024E0,1.076200008E1,1.082079918E1
8.963394462E0,4.690000117E-1,1.092000008E0,1.066600037E1,1.073200768E1
8.968507001E0,6.589999795E-1,1.082000017E0,1.049699974E1,1.057317401E1
8.973508616E0,8.149999976E-1,1.078999996E0,1.027900028E1,1.036756060E1
8.978396385E0,9.089999795E-1,1.087000012E0,1.002900028E1,1.012860783E1
8.983462693E0,9.060000181E-1,1.101999998E0,9.758999825E0,9.862723640E0
8.988431847E0,8.119999766E-1,1.133999944E0,9.461999893E0,9.564242877E0
8.993465231E0,6.830000281E-1,1.157999992E0,9.130000114E0,9.228453560E0
8.998392539E0,5.469999909E-1,1.172000051E0,8.788000107E0,8.882665084E0
9.003474616E0,4.230000079E-1,1.213000059E0,8.428999901E0,8.526332006E0
9.008386308E0,3.529999852E-1,1.320000052E0,8.090000153E0,8.204578697E0
9.013403770E0,2.960000038E-1,1.465999961E0,7.806000233E0,7.947981600E0
9.018600539E0,1.909999996E-1,1.575000048E0,7.537000179E0,7.702173580E0
9.023406308E0,7.000000030E-2,1.618999958E0,7.269000053E0,7.447444034E0
9.028413154E0,4.999999888E-3,1.641999960E0,7.046000004E0,7.234798195E0
9.033451308E0,-2.000000095E-3,1.685999990E0,6.906000137E0,7.108828164E0
9.038428770E0,2.899999917E-2,1.758000016E0,6.834000111E0,7.056554582E0
9.043445308E0,8.600000292E-2,1.825999975E0,6.802999973E0,7.044322575E0
9.048465847E0,1.289999932E-1,1.866000056E0,6.828999996E0,7.080525274E0
9.053463462E0,1.379999965E-1,1.860000014E0,6.926000118E0,7.172734603E0
9.058675001E0,1.360000074E-1,1.817999959E0,7.063000202E0,7.294490504E0
9.064673539E0,1.159999967E-1,1.743000031E0,7.234000206E0,7.441926101E0
9.068717539E0,5.299999937E-2,1.667999983E0,7.473000050E0,7.657072723E0
9.073461616E0,2.500000037E-2,1.644000053E0,7.609000206E0,7.784615939E0
9.078396616E0,-2.600000054E-2,1.636999965E0,7.894999981E0,8.062969030E0
9.085553616E0,-1.180000007E-1,1.672000051E0,8.298999786E0,8.466575791E0
9.088414770E0,-1.669999957E-1,1.684000015E0,8.420000076E0,8.588372741E0
9.093427462E0,-2.750000060E-1,1.699000001E0,8.616999626E0,8.787201407E0
9.098409078E0,-3.799999952E-1,1.697999954E0,8.703000069E0,8.875235999E0
9.103388924E0,-4.699999988E-1,1.692000031E0,8.699999809E0,8.875458342E0
9.108381308E0,-5.440000296E-1,1.684999943E0,8.633000374E0,8.812709929E0
9.113391308E0,-6.280000210E-1,1.675999999E0,8.487999916E0,8.674647117E0
9.118422770E0,-7.369999886E-1,1.702000022E0,8.270999908E0,8.476403279E0
9.123455462E0,-8.539999723E-1,1.769000053E0,8.036999702E0,8.273574884E0
9.128432462E0,-9.449999928E-1,1.840999961E0,7.831999779E0,8.100773196E0
9.133413308E0,-1.006999969E0,1.912999988E0,7.655000210E0,7.954410481E0
9.138417154E0,-1.060999990E0,1.980000019E0,7.526000023E0,7.854094308E0
9.143410539E0,-1.090999961E0,2.009999990E0,7.436999798E0,7.780703494E0
9.150807385E0,-1.098000050E0,1.998000026E0,7.400000095E0,7.743229922E0
9.153409385E0,-1.105999947E0,1.996000051E0,7.440999985E0,7.783041363E0
9.158807385E0,-1.149999976E0,2.015000105E0,7.618999958E0,7.964413709E0
9.163393385E0,-1.192999959E0,2.036999941E0,7.905000210E0,8.249948241E0
9.168611231E0,-1.200000048E0,2.052999973E0,8.251000404E0,8.586839738E0
9.173398770E0,-1.180999994E0,2.065000057E0,8.600000381E0,8.922947539E0
9.178408770E0,-1.179999948E0,2.071000099E0,8.916999817E0,9.230077303E0
9.183397231E0,-1.223999977E0,2.062000036E0,9.173999786E0,9.482209245E0
9.188408847E0,-1.312000036E0,2.045000076E0,9.352000237E0,9.662467481E0
9.193475924E0,-1.398000002E0,2.015000105E0,9.473999977E0,9.786281469E0
9.198445847E0,-1.447999954E0,1.976999998E0,9.588999748E0,9.897178842E0
9.203400308E0,-1.470000029E0,1.957999945E0,9.718999863E0,1.002265545E1
9.208401078E0,-1.481999993E0,1.968999982E0,9.897000313E0,1.019921076E1
9.213466616E0,-1.485000014E0,1.990000010E0,1.014400005E1,1.044346983E1
9.218446231E0,-1.470000029E0,1.988999963E0,1.046700001E1,1.075523640E1
9.223394001E0,-1.447000027E0,1.981999993E0,1.065400028E1,1.093297101E1
9.228397231E0,-1.360999942E0,1.965999961E0,1.108500004E1,1.133996043E1
9.233405693E0,-1.264999986E0,1.978000045E0,1.154100037E1,1.177741052E1
9.238414001E0,-1.195000052E0,2.029999971E0,1.193400002E1,1.216426247E1
9.243447308E0,-1.164000034E0,2.105999947E0,1.227900028E1,1.251255289E1
9.248437231E0,-1.200999975E0,2.197000027E0,1.258300018E1,1.282969616E1
9.254282078E0,-1.345000029E0,2.390000105E0,1.279100037E1,1.308169775E1
9.258412078E0,-1.411000013E0,2.473000050E0,1.276299953E1,1.307672770E1
9.263398539E0,-1.580000043E0,2.615000010E0,1.253400040E1,1.290099962E1
9.268436154E0,-1.794999957E0,2.694999933E0,1.208899975E1,1.251514940E1
9.273502078E0,-2.072000027E0,2.707000017E0,1.150000000E1,1.199462518E1
9.278420539E0,-2.365999937E0,2.680999994E0,1.080900002E1,1.138508665E1
9.283420539E0,-2.611999989E0,2.875000000E0,9.107000351E0,9.900789076E0
9.289336078E0,-2.611999989E0,2.875000000E0,9.107000351E0,9.900789076E0
9.293396462E0,-2.467999935E0,3.135999918E0,8.175999641E0,9.097938739E0
9.299884770E0,-2.108999968E0,3.634000063E0,7.010000229E0,8.172755994E0
9.303399078E0,-2.010999918E0,3.815999985E0,6.747000217E0,8.007995285E0
9.308427847E0,-1.980999947E0,4.130000114E0,6.449999809E0,7.910989778E0
9.313489770E0,-2.237999916E0,4.272999763E0,6.551000118E0,8.135279537E0
9.318561847E0,-2.753000021E0,4.175000191E0,7.106999874E0,8.690171628E0
9.323464078E0,-3.404999971E0,3.829999924E0,8.119000435E0,9.601098494E0
9.328426385E0,-3.948999882E0,3.319999933E0,9.513999939E0,1.082280899E1
9.333426385E0,-4.109000206E0,2.322000027E0,1.260999966E1,1.346431053E1
9.340062693E0,-4.109000206E0,2.322000027E0,1.260999966E1,1.346431053E1
9.345091924E0,-3.937000036E0,1.924999952E0,1.401599979E1,1.468515728E1
9.348379693E0,-3.834000111E0,1.501000047E0,1.525699997E1,1.580280374E1
9.353422539E0,-3.798000097E0,1.075000048E0,1.625000000E1,1.672252762E1
9.360293462E0,-3.732000113E0,7.570000291E-1,1.700399971E1,1.742517948E1
9.363513078E0,-3.483999968E0,5.080000162E-1,1.767200089E1,1.801932116E1
9.368645924E0,-3.362999916E0,4.650000036E-1,1.775600052E1,1.807765327E1
9.373453847E0,-3.068000078E0,4.449999928E-1,1.764299965E1,1.791329356E1
9.378390770E0,-2.740999937E0,5.730000138E-1,1.706200027E1,1.729026498E1
9.384002539E0,-2.443000078E0,8.379999995E-1,1.599300003E1,1.620020195E1
9.388787001E0,-2.207999945E0,1.118999958E0,1.457100010E1,1.477976551E1
9.393685693E0,-2.065000057E0,1.345999956E0,1.300300026E1,1.323457430E1
9.398422001E0,-2.025000095E0,1.447999954E0,1.223600006E1,1.248667397E1
9.403422001E0,-1.988000035E0,1.646999955E0,1.086699963E1,1.116944197E1
9.408380154E0,-2.010999918E0,1.866999984E0,9.751000404E0,1.012974918E1
9.413394001E0,-2.072999954E0,2.109999895E0,8.802000046E0,9.285722006E0
9.418422693E0,-2.095000029E0,2.342000008E0,7.995999813E0,8.591274770E0
9.423445308E0,-2.065999985E0,2.525000095E0,7.350999832E0,8.042461063E0
9.428429462E0,-2.039000034E0,2.635999918E0,6.844999790E0,7.613149075E0
9.433510001E0,-2.082999945E0,2.651999950E0,6.488999844E0,7.312941370E0
9.438404770E0,-2.155999899E0,2.598000050E0,6.303999901E0,7.151108625E0
9.443379308E0,-2.164999962E0,2.525000095E0,6.268000126E0,7.095821016E0
9.448395539E0,-2.084000111E0,2.477999926E0,6.360000134E0,7.136745882E0
9.453982693E0,-1.921000004E0,2.460999966E0,6.552999973E0,7.258689310E0
9.458380385E0,-1.684000015E0,2.461999893E0,6.834000111E0,7.456598222E0
9.463416385E0,-1.444000006E0,2.430000067E0,7.197999954E0,7.733126126E0
9.468450924E0,-1.276999950E0,2.339999914E0,7.637000084E0,8.088887362E0
9.473424308E0,-1.197999954E0,2.220000029E0,8.097000122E0,8.480861689E0
9.478414847E0,-1.187999964E0,2.089999914E0,8.487000465E0,8.820919479E0
9.483493385E0,-1.223000050E0,1.945999980E0,8.734000206E0,9.031356744E0
9.488479847E0,-1.243000031E0,1.817000031E0,8.836000443E0,9.106121129E0
9.493401308E0,-1.212000012E0,1.743000031E0,8.869999886E0,9.120520331E0
9.498492154E0,-1.149000049E0,1.700999975E0,8.911999702E0,9.145345304E0
9.503513847E0,-1.082000017E0,1.664999962E0,8.970000267E0,9.187156998E0
9.508428001E0,-1.018000007E0,1.641999960E0,9.031000137E0,9.235337101E0
9.515533847E0,-9.259999990E-1,1.646999955E0,9.125000000E0,9.318568015E0
9.518431308E0,-9.020000100E-1,1.646999955E0,9.145999908E0,9.336783557E0
9.523409847E0,-8.629999757E-1,1.628000021E0,9.182999611E0,9.366036242E0
9.528464231E0,-8.389999866E-1,1.600000024E0,9.225999832E0,9.401223003E0
9.533511616E0,-7.960000038E-1,1.605000019E0,9.260999680E0,9.432696122E0
9.538382385E0,-7.570000291E-1,1.618000031E0,9.260999680E0,9.431706537E0
9.543423616E0,-6.729999781E-1,1.659999967E0,9.248999596E0,9.420855714E0
9.548504231E0,-5.849999785E-1,1.702000022E0,9.255999565E0,9.429345523E0
9.553500078E0,-4.869999886E-1,1.725000024E0,9.281999588E0,9.453481392E0
9.558420385E0,-3.959999979E-1,1.740000010E0,9.312999725E0,9.482424791E0
9.565636385E0,-2.860000134E-1,1.758000016E0,9.340999603E0,9.509291964E0
9.568412539E0,-2.509999871E-1,1.764000058E0,9.336999893E0,9.505486006E0
9.573541616E0,-1.809999943E-1,1.784000039E0,9.314000130E0,9.485041674E0
9.578499539E0,-8.900000155E-2,1.828999996E0,9.244000435E0,9.423624888E0
9.583753693E0,2.500000037E-2,1.909999967E0,9.097000122E0,9.295382515E0
9.588409770E0,1.679999977E-1,1.988000035E0,8.880999565E0,9.102336042E0
9.593407847E0,3.050000072E-1,2.032999992E0,8.637999535E0,8.879253906E0
9.599003154E0,4.219999909E-1,2.076999903E0,8.413000107E0,8.675862112E0
9.604522693E0,5.960000157E-1,2.184000015E0,8.079999924E0,8.391154322E0
9.608431616E0,6.420000196E-1,2.217000008E0,7.962999821E0,8.290755044E0
9.613535693E0,7.020000219E-1,2.256000042E0,7.752999783E0,8.105019793E0
9.618425462E0,7.189999819E-1,2.260999918E0,7.573999882E0,7.936910974E0
9.623410693E0,7.379999757E-1,2.269999981E0,7.434000015E0,7.807810199E0
9.628448154E0,7.720000148E-1,2.332999945E0,7.343999863E0,7.744237002E0
9.633583308E0,7.749999762E-1,2.446000099E0,7.276000023E0,7.715161553E0
9.638398078E0,7.229999900E-1,2.553999901E0,7.205999851E0,7.679327987E0
9.643473924E0,6.240000129E-1,2.608000040E0,7.169000149E0,7.654123291E0
9.648411847E0,4.959999919E-1,2.601000071E0,7.193999767E0,7.665823505E0
9.653417770E0,3.770000041E-1,2.555000067E0,7.269999981E0,7.715118539E0
9.658401231E0,3.039999902E-1,2.528000116E0,7.390999794E0,7.817293556E0
9.665526539E0,2.469999939E-1,2.546000004E0,7.678999901E0,8.093834968E0
9.668432462E0,2.269999981E-1,2.569000006E0,7.791999817E0,8.207712908E0
9.673432924E0,1.710000038E-1,2.638000011E0,8.010000229E0,8.434950428E0
9.678421616E0,1.230000034E-1,2.721999884E0,8.239000320E0,8.677876390E0
9.683433308E0,8.200000226E-2,2.788000107E0,8.465000153E0,8.912681761E0
9.690128924E0,1.999999955E-2,2.825999975E0,8.630000114E0,9.080945867E0
9.693422616E0,-5.200000107E-2,2.835999966E0,8.751000404E0,9.199217786E0
9.698791001E0,-8.600000292E-2,2.842000008E0,8.916999817E0,9.359340029E0
9.703430847E0,-7.999999821E-2,2.852999926E0,9.031000137E0,9.471270879E0
9.708381078E0,-7.100000232E-2,2.897000074E0,9.284999847E0,9.726709238E0
9.714409462E0,-1.430000067E-1,3.006000042E0,9.697999954E0,1.015419560E1
9.718444770E0,-1.979999989E-1,3.039999962E0,9.845999718E0,1.030652775E1
9.723407616E0,-3.499999940E-1,3.069999933E0,1.020400047E1,1.066156767E1
9.728406078E0,-5.090000033E-1,3.058000088E0,1.063099957E1,1.107377972E1
9.733413308E0,-6.420000196E-1,3.019999981E0,1.109799957E1,1.151946867E1
9.738406770E0,-7.229999900E-1,2.987999916E0,1.158500004E1,1.198595421E1
9.743386078E0,-7.720000148E-1,2.976000071E0,1.210499954E1,1.248933843E1
9.748462462E0,-8.240000010E-1,2.957999945E0,1.264099979E1,1.300859775E1
9.753404001E0,-8.989999890E-1,2.908999920E0,1.310799980E1,1.345697367E1
9.758420924E0,-9.499999881E-1,2.842999935E0,1.344600010E1,1.377606864E1
9.764243924E0,-9.369999766E-1,2.793999910E0,1.365299988E1,1.396741959E1
9.768607616E0,-8.930000067E-1,2.778000116E0,1.372599983E1,1.403274047E1
9.773608462E0,-8.519999981E-1,2.802999973E0,1.365699959E1,1.396768952E1
9.778365154E0,-7.910000086E-1,2.855999947E0,1.347500038E1,1.379703055E1
9.783429616E0,-6.600000262E-1,2.914999962E0,1.318000031E1,1.351463033E1
9.788387693E0,-4.560000002E-1,3.002000093E0,1.280399990E1,1.315911676E1
9.793400385E0,-2.049999982E-1,3.138000011E0,1.244699955E1,1.283810215E1
9.798648001E0,2.899999917E-2,3.289999962E0,1.216100025E1,1.259820892E1
9.804518308E0,2.319999933E-1,3.431999922E0,1.192500019E1,1.241120772E1
9.808404847E0,3.989999890E-1,3.535000086E0,1.174800014E1,1.227480892E1
9.813494924E0,4.519999921E-1,3.571000099E0,1.169699955E1,1.223830643E1
9.818448231E0,3.170000017E-1,3.529000044E0,1.189200020E1,1.240862599E1
9.823403462E0,-3.200000152E-2,3.395999908E0,1.241600037E1,1.287209790E1
9.828428385E0,-5.749999881E-1,3.171000004E0,1.324100018E1,1.362754386E1
9.833446078E0,-1.258000016E0,2.881999969E0,1.425100040E1,1.459381720E1
9.838393924E0,-1.925999999E0,2.572000027E0,1.529699993E1,1.563083066E1
9.843527308E0,-2.405999899E0,2.290999889E0,1.621400070E1,1.655087112E1
9.848418924E0,-2.648000002E0,2.065000057E0,1.688299942E1,1.721370961E1
9.853400462E0,-2.739000082E0,1.904000044E0,1.725300026E1,1.757251705E1
9.858406539E0,-2.799999952E0,1.784000039E0,1.734700012E1,1.766185350E1
9.863382770E0,-2.834000111E0,1.723000050E0,1.730800056E1,1.762291603E1
9.868392154E0,-2.914999962E0,1.598000050E0,1.704800034E1,1.736908588E1
9.873431539E0,-2.989000082E0,1.465000033E0,1.650499916E1,1.683731997E1
9.881845539E0,-3.035000086E0,1.258000016E0,1.457800007E1,1.494362324E1
9.883467539E0,-3.035000086E0,1.258000016E0,1.457800007E1,1.494362324E1
9.888426001E0,-2.973999977E0,1.222000003E0,1.340999985E1,1.379007091E1
9.893509462E0,-2.657000065E0,1.162999988E0,1.225599957E1,1.259451244E1
9.898470693E0,-1.993000031E0,1.023000002E0,1.126900005E1,1.148951436E1
9.903427616E0,-1.514000058E0,9.720000029E-1,1.050100040E1,1.065401284E1
9.908441924E0,-1.542999983E0,1.144000053E0,9.732000351E0,9.919748782E0
9.913428231E0,-1.761999965E0,1.419000030E0,8.887999535E0,9.171408871E0
9.918624693E0,-1.825000048E0,1.621999979E0,8.123000145E0,8.482018655E0
9.923399770E0,-1.667000055E0,1.664000034E0,7.538000107E0,7.897419256E0
9.930295462E0,-1.243000031E0,1.611999989E0,7.020999908E0,7.310132198E0
9.933425001E0,-1.111999989E0,1.610999942E0,6.947999954E0,7.218487941E0
9.938393385E0,-9.179999828E-1,1.628000021E0,6.923999786E0,7.171811562E0
9.943509154E0,-8.100000024E-1,1.639999986E0,6.992000103E0,7.227293089E0
9.948424308E0,-7.919999957E-1,1.636999965E0,7.072999954E0,7.303037808E0
9.953443154E0,-8.389999866E-1,1.631999969E0,7.142000198E0,7.373975299E0
9.958399539E0,-8.470000029E-1,1.626000047E0,7.269000053E0,7.496642377E0
9.963404693E0,-7.760000229E-1,1.634999990E0,7.477000237E0,7.692914502E0
9.968401231E0,-6.719999909E-1,1.656000018E0,7.670000076E0,7.875456889E0
9.973434616E0,-5.830000043E-1,1.664000034E0,7.769000053E0,7.966564313E0
9.978431001E0,-5.189999938E-1,1.621999979E0,7.782999992E0,7.967140880E0
9.983445924E0,-4.569999874E-1,1.503999949E0,7.739999771E0,7.898003627E0
9.988421616E0,-1.480000019E-1,1.199000001E0,7.546999931E0,7.643082687E0
9.993458154E0,2.860000134E-1,8.360000253E-1,7.486000061E0,7.537963184E0
9.998438154E0,5.080000162E-1,7.149999738E-1,7.890999794E0,7.939594872E0
1.000348400E1,5.989999771E-1,8.140000105E-1,8.465999603E0,8.526109680E0
1.000842815E1,6.389999986E-1,9.660000205E-1,8.831999779E0,8.907620172E0
1.001344531E1,6.100000143E-1,1.024999976E0,8.854000092E0,8.933982460E0
1.001837638E1,5.799999833E-1,1.004999995E0,8.774999619E0,8.851386517E0
1.002343062E1,5.429999828E-1,9.419999719E-1,8.548000336E0,8.616874298E0
1.003025808E1,4.050000012E-1,1.070000052E0,8.461999893E0,8.538991000E0
1.003339646E1,2.329999954E-1,1.133999944E0,8.560999870E0,8.638921440E0
1.003842362E1,-2.750000060E-1,1.205999970E0,8.866000175E0,8.951872432E0
1.004510454E1,-7.170000076E-1,1.203999996E0,9.388999939E0,9.492998728E0
1.004842839E1,-6.769999862E-1,1.190999985E0,9.534999847E0,9.632913995E0
1.005358492E1,-4.449999928E-1,1.161999941E0,9.687000275E0,9.766588103E0
1.005840815E1,-2.049999982E-1,1.144999981E0,9.576999664E0,9.647381641E0
1.006343015E1,-5.799999833E-2,1.143000007E0,9.284999847E0,9.355267777E0
1.006852392E1,2.899999917E-2,1.154000044E0,8.965000153E0,9.039014594E0
1.007340992E1,1.410000026E-1,1.192000031E0,8.748999596E0,8.830953459E0
1.007903777E1,3.000000119E-1,1.273000002E0,8.692999840E0,8.790834729E0
1.008474346E1,5.500000119E-1,1.429999948E0,8.795000076E0,8.927453512E0
1.008874831E1,6.259999871E-1,1.480000019E0,8.850000381E0,8.994708600E0
1.009343800E1,7.699999809E-1,1.585999966E0,8.951000214E0,9.122976526E0
1.009843992E1,9.219999909E-1,1.690000057E0,8.972999573E0,9.177194861E0
1.010339385E1,9.850000143E-1,1.771000028E0,8.869000435E0,9.097573019E0
1.010841239E1,8.899999857E-1,1.822000027E0,8.633999825E0,8.868919722E0
1.011381231E1,7.189999819E-1,1.817000031E0,8.343999863E0,8.569759845E0
1.011838923E1,5.659999847E-1,1.748999953E0,8.107000351E0,8.312810085E0
1.012342623E1,4.210000038E-1,1.651999950E0,7.951000214E0,8.131712565E0
1.012957892E1,2.460000068E-1,1.595999956E0,7.853000164E0,8.017315226E0
1.013542708E1,-5.900000036E-2,1.722000003E0,7.651999950E0,7.843587716E0
1.013839669E1,-1.770000011E-1,1.810999990E0,7.515999794E0,7.733130211E0
1.014552454E1,-4.639999866E-1,2.045000076E0,6.894999981E0,7.206826350E0
1.014842062E1,-5.310000181E-1,2.076999903E0,6.671000004E0,7.007005827E0
1.015343631E1,-6.209999919E-1,2.062999964E0,6.263999939E0,6.624145611E0
1.015839908E1,-6.359999776E-1,2.015000105E0,6.039999962E0,6.398931234E0
1.016345092E1,-5.509999990E-1,1.962000012E0,6.019000053E0,6.354636629E0
1.016847592E1,-4.399999976E-1,1.919999957E0,6.100999832E0,6.411099655E0
1.017339585E1,-3.950000107E-1,1.925999999E0,6.218999863E0,6.522381490E0
1.017839292E1,-5.199999809E-1,1.996000051E0,6.340000153E0,6.667084679E0
1.018343892E1,-6.790000200E-1,2.051000118E0,6.414000034E0,6.768089757E0
1.018840615E1,-1.129999995E0,2.187999964E0,6.577000141E0,7.022903580E0
1.019339754E1,-1.587000012E0,2.345000029E0,6.718999863E0,7.291265551E0
1.019840954E1,-1.962000012E0,2.510999918E0,6.821000099E0,7.528652402E0
1.020342823E1,-2.266000032E0,2.676000118E0,6.839000225E0,7.685548572E0
1.020892223E1,-2.548000097E0,2.882999897E0,6.684000015E0,7.712318011E0
1.021343108E1,-2.572999954E0,2.937000036E0,6.622000217E0,7.687469340E0
1.021841738E1,-2.505000114E0,3.012000084E0,6.556000233E0,7.637297240E0
1.022342369E1,-2.286000013E0,3.046000004E0,6.574999809E0,7.598324458E0
1.022848969E1,-1.955999970E0,3.075999975E0,6.682000160E0,7.611625179E0
1.023342769E1,-1.598999977E0,3.134999990E0,6.857999802E0,7.708254481E0
1.023837262E1,-1.289000034E0,3.240000010E0,7.035999775E0,7.852669227E0
1.024424231E1,-1.075000048E0,3.365000010E0,7.230999947E0,8.047745672E0
1.024868700E1,-1.009999990E0,3.490000010E0,7.487999916E0,8.322880679E0
1.025341685E1,-1.111999989E0,3.611000061E0,7.824999809E0,8.689446900E0
1.025841808E1,-1.363000035E0,3.710999966E0,8.225999832E0,9.126684123E0
1.026344492E1,-1.731999993E0,3.778000116E0,8.642000198E0,9.589435660E0
1.026843538E1,-2.168999910E0,3.815000057E0,9.041999817E0,1.005069882E1
1.027353785E1,-2.641999960E0,3.826999903E0,9.444999695E0,1.052777808E1
1.027848815E1,-3.109999895E0,3.818000078E0,9.918999672E0,1.107410396E1
1.028341800E1,-3.510999918E0,3.799999952E0,1.048400021E1,1.169108123E1
1.028840523E1,-3.822999954E0,3.786000013E0,1.109200001E1,1.232808132E1
1.029344046E1,-3.960999966E0,3.763000011E0,1.163899994E1,1.285752734E1
1.029840446E1,-3.914000034E0,3.730999947E0,1.203199959E1,1.319123842E1
1.030347216E1,-3.903000116E0,3.690999985E0,1.232299995E1,1.344296168E1
1.030843277E1,-3.996999979E0,3.650000095E0,1.263099957E1,1.374193071E1
1.031352746E1,-4.087999821E0,3.608999968E0,1.299600029E1,1.409370948E1
1.031841754E1,-4.094999790E0,3.581000090E0,1.340999985E1,1.447137453E1
1.032338523E1,-4.013999939E0,3.569000006E0,1.379199982E1,1.480098698E1
